amz_url,style_id,flip_url,flip_pdp_link
https://www.amazon.in/dp/B09ZXR4K7K,C_DMK2226_W_3XL,https://www.flipkart.com/search?q=juneberry%20C_DMK2226_W_3XL,https://www.flipkart.com/x/p/k?pid=TOPGCYVGZ9U8NXVK
https://www.amazon.in/dp/B09X2SRNVK,T_DMK3002_W_M,https://www.flipkart.com/search?q=veirdo%20T_DMK3002_W_M,https://www.flipkart.com/x/p/k?pid=TSHGCZPHWGECCH9B
https://www.amazon.in/dp/B0B1N48QQM,T_DMN2204_W_L,https://www.flipkart.com/search?q=juneberry%20T_DMN2204_W_L,https://www.flipkart.com/x/p/k?pid=TSHFTN3FEZDPAG74
https://www.amazon.in/dp/B09XXZ5L24,T_MAOP3021_BL_L,https://www.flipkart.com/search?q=veirdo%20T_MAOP3021_BL_L,https://www.flipkart.com/x/p/k?pid=TSHGEMR8HAUWZGHU
https://www.amazon.in/dp/B09XY13Z6F,T_MAV3023_SB_M,https://www.flipkart.com/search?q=veirdo%20T_MAV3023_SB_M,https://www.flipkart.com/x/p/k?pid=TSHGEMR3UPXWJBTG
https://www.amazon.in/dp/B09XXQRRML,T_MBP3048_BL_S,https://www.flipkart.com/search?q=veirdo%20T_MBP3048_BL_S,https://www.flipkart.com/x/p/k?pid=TSHGDUYRTS8JATKY
https://www.amazon.in/dp/B09XY1XNW8,T_MBP3051_BL_M,https://www.flipkart.com/search?q=veirdo%20T_MBP3051_BL_M,https://www.flipkart.com/x/p/k?pid=TSHGDUYQ8ZV4JZ4P
https://www.amazon.in/dp/B09XX7LB5C,T_MCA2232_NB,https://www.flipkart.com/search?q=juneberry%20T_MCA2232_NB,https://www.flipkart.com/x/p/k?pid=TSHGF2AYEFKRJ6BQ
https://www.amazon.in/dp/B09YYSQJFV,T_MCA3024_BL_L,https://www.flipkart.com/search?q=veirdo%20T_MCA3024_BL_L,https://www.flipkart.com/x/p/k?pid=TSHGG4FJK5WQSSSH
https://www.amazon.in/dp/B0B3S56QX1,T_MCA3028_W_M,https://www.flipkart.com/search?q=veirdo%20T_MCA3028_W_M,https://www.flipkart.com/x/p/k?pid=TSHGENUQ7Z8CAKWF
https://www.amazon.in/dp/B09XY1Y78X,T_MCA3035_BL_S,https://www.flipkart.com/search?q=veirdo%20T_MCA3035_BL_S,https://www.flipkart.com/x/p/k?pid=TSHGDUYQUZXV84KD
https://www.amazon.in/dp/B09XXXXC8X,T_MH3044_YL_S,https://www.flipkart.com/search?q=veirdo%20T_MH3044_YL_S,https://www.flipkart.com/x/p/k?pid=TSHGEMZNXH3VCZMN
https://www.amazon.in/dp/B09XXZZBBH,T_MIM3049_W_M,https://www.flipkart.com/search?q=veirdo%20T_MIM3049_W_M,https://www.flipkart.com/x/p/k?pid=TSHGG4FJAG9FWH2U
https://www.amazon.in/dp/B09XXYLHHJ,T_MIM3053_RD_L,https://www.flipkart.com/search?q=veirdo%20T_MIM3053_RD_L,https://www.flipkart.com/x/p/k?pid=TSHGG4FJGF2KWZMH
https://www.amazon.in/dp/B09XXBTQWB,T_SW2213_SB_3XL,https://www.flipkart.com/search?q=juneberry%20T_SW2213_SB_3XL,https://www.flipkart.com/x/p/k?pid=TOPGFSYGSR2PMWZA
https://www.amazon.in/dp/B09XXFGWVJ,T_SW2227_BL,https://www.flipkart.com/search?q=juneberry%20T_SW2227_BL,https://www.flipkart.com/x/p/k?pid=TSHGF9VASCNXK2VH
https://www.amazon.in/dp/B09XXYXHQ3,T_SW3052_BL_L,https://www.flipkart.com/search?q=veirdo%20T_SW3052_BL_L,https://www.flipkart.com/x/p/k?pid=TSHGF9XRFG5QYGWH
https://www.amazon.in/dp/B0B4PGT95S,UNI_100_OS_VEIRDO_RB_L,https://www.flipkart.com/search?q=veirdo%20UNI_100_OS_VEIRDO_RB_L,https://www.flipkart.com/x/p/k?pid=TSHGFKZZK65UCVZT
https://www.amazon.in/dp/B0BLWC4L47,VSH01AGCH028,https://www.flipkart.com/search?q=veirdo%20VSH01AGCH028,https://www.flipkart.com/x/p/k?pid=SHTGJQA68TDWZR6H
https://www.amazon.in/dp/B0BLW84TQH,VSH01BGCH022,https://www.flipkart.com/search?q=veirdo%20VSH01BGCH022,https://www.flipkart.com/x/p/k?pid=SHTGJQA6RGMYFZGE
https://www.amazon.in/dp/B0BLWDGBHY,VSH01BKPT002,https://www.flipkart.com/search?q=veirdo%20VSH01BKPT002,https://www.flipkart.com/x/p/k?pid=SHTGJQA6CCVTVGPY
https://www.amazon.in/dp/B0BLLMMBVS,VSH01BKPT007,https://www.flipkart.com/search?q=veirdo%20VSH01BKPT007,https://www.flipkart.com/x/p/k?pid=SHTGJQAY6YZQG9MK
https://www.amazon.in/dp/B0BLW8P23S,VSH01BLCH016,https://www.flipkart.com/search?q=veirdo%20VSH01BLCH016,https://www.flipkart.com/x/p/k?pid=SHTGJQA63ZBKRDUK
https://www.amazon.in/dp/B0BLWMF2BH,VSH01BLPT036,https://www.flipkart.com/search?q=veirdo%20VSH01BLPT036,https://www.flipkart.com/x/p/k?pid=SHTGJSEZFGNGHHTG
https://www.amazon.in/dp/B0BM51ZWMY,VSH01BRPT035,https://www.flipkart.com/search?q=veirdo%20VSH01BRPT035,https://www.flipkart.com/x/p/k?pid=SHTGJQA6HXEXT5WW
https://www.amazon.in/dp/B0BM52FG44,VSH01BRPT037,https://www.flipkart.com/search?q=veirdo%20VSH01BRPT037,https://www.flipkart.com/x/p/k?pid=SHTGJQA27QGRJMJG
https://www.amazon.in/dp/B0BLLNS6BH,VSH01DBCH020,https://www.flipkart.com/search?q=veirdo%20VSH01DBCH020,https://www.flipkart.com/x/p/k?pid=SHTGJQAFAMVYWH9H
https://www.amazon.in/dp/B0BLWDHN49,VSH01GRCH014,https://www.flipkart.com/search?q=veirdo%20VSH01GRCH014,https://www.flipkart.com/x/p/k?pid=SHTGJQAAZKFZRZXG
https://www.amazon.in/dp/B0BLLLYYFK,VSH01GRCH023,https://www.flipkart.com/search?q=veirdo%20VSH01GRCH023,https://www.flipkart.com/x/p/k?pid=SHTGJQAEXR3WREAK
https://www.amazon.in/dp/B0BLWB7X8L,VSH01GRCH026,https://www.flipkart.com/search?q=veirdo%20VSH01GRCH026,https://www.flipkart.com/x/p/k?pid=SHTGJQA6VRRSGXCD
https://www.amazon.in/dp/B0BLW8XV6L,VSH01GRCH030,https://www.flipkart.com/search?q=veirdo%20VSH01GRCH030,https://www.flipkart.com/x/p/k?pid=SHTGJQAYAB9XDDNR
