amz_url,style_id,flip_url,flip_pdp_link,given_flp_link,result
https://www.amazon.in/dp/B0BLLL5DHV,VSH01GYCH010,https://www.flipkart.com/search?q=veirdo%20VSH01GYCH010,https://www.flipkart.com/x/p/k?pid=SHTGJQAYGV5CJTSH,https://www.flipkart.com/x/p/k?pid=SHTGJQAYSZPNZSTX,0
https://www.amazon.in/dp/B0BLW9QT2R,VSH01GYCH031,https://www.flipkart.com/search?q=veirdo%20VSH01GYCH031,https://www.flipkart.com/x/p/k?pid=SHTGJQA6BAREDR2G,https://www.flipkart.com/x/p/k?pid=SHTGJQA68ZGAQRMP,0
https://www.amazon.in/dp/B0BM51DQ7Y,VSH01GYPT004,https://www.flipkart.com/search?q=veirdo%20VSH01GYPT004,https://www.flipkart.com/x/p/k?pid=SHTGJQAF7JVVXM5P,https://www.flipkart.com/x/p/k?pid=SHTGJQAF7JVVXM5P,1
https://www.amazon.in/dp/B0BLW9M3CX,VSH01GYPT038,https://www.flipkart.com/search?q=veirdo%20VSH01GYPT038,https://www.flipkart.com/x/p/k?pid=SHTGJQA6DASFUUJR,https://www.flipkart.com/x/p/k?pid=SHTGJQA6ZZPHPA4G,0
https://www.amazon.in/dp/B0BLLLBR95,VSH01MRCH011,https://www.flipkart.com/search?q=veirdo%20VSH01MRCH011,https://www.flipkart.com/x/p/k?pid=SHTGJQA6NB3UZFGZ,https://www.flipkart.com/x/p/k?pid=SHTGJQA6NB3UZFGZ,1
https://www.amazon.in/dp/B0BLW941SN,VSH01MRCH018,https://www.flipkart.com/search?q=veirdo%20VSH01MRCH018,https://www.flipkart.com/x/p/k?pid=SHTGJQAFGKYGZPD9,https://www.flipkart.com/x/p/k?pid=SHTGJQAFCMS9QWHA,0
https://www.amazon.in/dp/B0BLWDBMW3,VSH01MRCH034,https://www.flipkart.com/search?q=veirdo%20VSH01MRCH034,https://www.flipkart.com/x/p/k?pid=SHTGJQAA5SHJKKRD,https://www.flipkart.com/x/p/k?pid=SHTGJQAAHFHDHS9H,0
https://www.amazon.in/dp/B0BM52QYXL,VSH01MRPT001,https://www.flipkart.com/search?q=veirdo%20VSH01MRPT001,https://www.flipkart.com/x/p/k?pid=SHTGJQAFFNGVBSRC,https://www.flipkart.com/x/p/k?pid=SHTGJQAFGHFGYZH5,0
https://www.amazon.in/dp/B0BLLMW24L,VSH01NYPT003,https://www.flipkart.com/search?q=veirdo%20VSH01NYPT003,https://www.flipkart.com/x/p/k?pid=SHTGJQA6YBHTE2GA,https://www.flipkart.com/x/p/k?pid=SHTGJQA6XZ2JQHNS,0
https://www.amazon.in/dp/B0BLW8ZBQZ,VSH01NYPT008,https://www.flipkart.com/search?q=veirdo%20VSH01NYPT008,https://www.flipkart.com/x/p/k?pid=SHTGJQA67Z94CE6M,https://www.flipkart.com/x/p/k?pid=SHTGJQA6248TQUSC,0
https://www.amazon.in/dp/B0BLWB96HV,VSH01NYPT039,https://www.flipkart.com/search?q=veirdo%20VSH01NYPT039,https://www.flipkart.com/x/p/k?pid=SHTGJQA6RYYZGHER,https://www.flipkart.com/x/p/k?pid=SHTGJQA6WXMGHCNA,0
https://www.amazon.in/dp/B0BLWDN6CG,VSH01NYPT041,https://www.flipkart.com/search?q=veirdo%20VSH01NYPT041,https://www.flipkart.com/x/p/k?pid=SHTGJQA6N68VSVQM,https://www.flipkart.com/x/p/k?pid=SHTGJQA6Z7Y5ZGWV,0
https://www.amazon.in/dp/B0BLWC85HL,VSH01OLPT040,https://www.flipkart.com/search?q=veirdo%20VSH01OLPT040,https://www.flipkart.com/x/p/k?pid=SHTGJQAEN5YTYYWU,https://www.flipkart.com/x/p/k?pid=SHTGJQAEAKXX85NT,0
https://www.amazon.in/dp/B0BLWCRYKC,VSH01ORCH012,https://www.flipkart.com/search?q=veirdo%20VSH01ORCH012,https://www.flipkart.com/x/p/k?pid=SHTGJQA6SHJWG9YN,https://www.flipkart.com/x/p/k?pid=SHTGJQA6JTYHSN3N,0
https://www.amazon.in/dp/B0BLW9GWY1,VSH01ORCH025,https://www.flipkart.com/search?q=veirdo%20VSH01ORCH025,https://www.flipkart.com/x/p/k?pid=SHTGJQA6PVQENNVW,https://www.flipkart.com/x/p/k?pid=SHTGJQA6TCZEEJFY,0
https://www.amazon.in/dp/B0BLW96QV7,VSH01ORCH032,https://www.flipkart.com/search?q=veirdo%20VSH01ORCH032,https://www.flipkart.com/x/p/k?pid=SHTGJQA6WJGG53AZ,https://www.flipkart.com/x/p/k?pid=SHTGJQA6WJGG53AZ,1
https://www.amazon.in/dp/B0BLW9SBHT,VSH01OWCH017,https://www.flipkart.com/search?q=veirdo%20VSH01OWCH017,https://www.flipkart.com/x/p/k?pid=SHTGJQA6HNVYZE9W,https://www.flipkart.com/x/p/k?pid=SHTGJQA62JVTYF5B,0
https://www.amazon.in/dp/B0BLX3ZBJ9,VSH01PTCH013,https://www.flipkart.com/search?q=veirdo%20VSH01PTCH013,https://www.flipkart.com/x/p/k?pid=SHTGJQAFKRKGKGBP,https://www.flipkart.com/x/p/k?pid=SHTGJQAF2REMHGE8,0
https://www.amazon.in/dp/B0BLLQLQVL,VSH01PTCH019,https://www.flipkart.com/search?q=veirdo%20VSH01PTCH019,https://www.flipkart.com/x/p/k?pid=SHTGJQAFSFCHZVH9,https://www.flipkart.com/x/p/k?pid=SHTGJQAFZ7VWTGAX,0
https://www.amazon.in/dp/B0BLWDK3NL,VSH01RDCH015,https://www.flipkart.com/search?q=veirdo%20VSH01RDCH015,https://www.flipkart.com/x/p/k?pid=SHTGJQAFAWNVUNUR,https://www.flipkart.com/x/p/k?pid=SHTGJQAFGJF6PH8W,0
https://www.amazon.in/dp/B0BLWBPV45,VSH01RDPT005,https://www.flipkart.com/search?q=veirdo%20VSH01RDPT005,https://www.flipkart.com/x/p/k?pid=SHTGJQA2SFRZS8SQ,https://www.flipkart.com/x/p/k?pid=SHTGJQA2HHG68YY3,0
https://www.amazon.in/dp/B0BLWBQNQT,VSH01RDPT009,https://www.flipkart.com/search?q=veirdo%20VSH01RDPT009,https://www.flipkart.com/x/p/k?pid=SHTGJQA23GSNGEHY,https://www.flipkart.com/x/p/k?pid=SHTGJQA2PD6JHHS7,0
https://www.amazon.in/dp/B0BLWCRYK3,VSH01RRCH029,https://www.flipkart.com/search?q=veirdo%20VSH01RRCH029,https://www.flipkart.com/x/p/k?pid=SHTGJQA6GWZDTDZ8,https://www.flipkart.com/x/p/k?pid=SHTGJQA6AJP3PHCH,0
https://www.amazon.in/dp/B0BLW7Q6K9,VSH01RUCH021,https://www.flipkart.com/search?q=veirdo%20VSH01RUCH021,https://www.flipkart.com/x/p/k?pid=SHTGJQAARRC6BNGR,https://www.flipkart.com/x/p/k?pid=SHTGJQAAZZ8HZKQB,0
https://www.amazon.in/dp/B0BLWBM72T,VSH01SBPT006,https://www.flipkart.com/search?q=veirdo%20VSH01SBPT006,https://www.flipkart.com/x/p/k?pid=SHTGJQA2ZDWSJPHB,https://www.flipkart.com/x/p/k?pid=SHTGJQA2ZDWSJPHB,1
https://www.amazon.in/dp/B0BLW9N4CM,VSH01TBCH027,https://www.flipkart.com/search?q=veirdo%20VSH01TBCH027,https://www.flipkart.com/x/p/k?pid=SHTGJQA6Y5MJNQH4,https://www.flipkart.com/x/p/k?pid=SHTGJQA63JVV9YAX,0
https://www.amazon.in/dp/B0BPMKJ7TT,VSK01BKPT002_L,https://www.flipkart.com/search?q=veirdo%20VSK01BKPT002_L,https://www.flipkart.com/x/p/k?pid=TSHGG4FJGF2KWZMH,https://www.flipkart.com/x/p/k?pid=JCKGKRNSDSBJUH6G,0
https://www.amazon.in/dp/B0BPMGVG4P,VSK01BLPT008_L,https://www.flipkart.com/search?q=veirdo%20VSK01BLPT008_L,https://www.flipkart.com/x/p/k?pid=TSHGG4FJGF2KWZMH,https://www.flipkart.com/x/p/k?pid=JCKGKRQSNKDJ2WBW,0
https://www.amazon.in/dp/B0BPMH3BDM,VSK01BLPT009_L,https://www.flipkart.com/search?q=veirdo%20VSK01BLPT009_L,https://www.flipkart.com/x/p/k?pid=TSHGG4FJGF2KWZMH,https://www.flipkart.com/x/p/k?pid=JCKGKRQ8KCJWXX9H,0
https://www.amazon.in/dp/B0BPMHKZ82,VSK01NBPT001_L,https://www.flipkart.com/search?q=veirdo%20VSK01NBPT001_L,https://www.flipkart.com/x/p/k?pid=TSHGG4FJK5WQSSSH,https://www.flipkart.com/x/p/k?pid=JCKGKRNSHU8TUZKV,0
https://www.amazon.in/dp/B0BPMHK8NM,VSK01NBPT005_L,https://www.flipkart.com/search?q=veirdo%20VSK01NBPT005_L,https://www.flipkart.com/x/p/k?pid=TSHGC4TWAYSQCGVZ,https://www.flipkart.com/x/p/k?pid=JCKGKRRHERBKRKJD,0
https://www.amazon.in/dp/B0BPMJMVY2,VSK01NBPT006_L,https://www.flipkart.com/search?q=veirdo%20VSK01NBPT006_L,https://www.flipkart.com/x/p/k?pid=TSHGG4FJGF2KWZMH,https://www.flipkart.com/x/p/k?pid=JCKGKRQJYF2G9UNH,0
https://www.amazon.in/dp/B0BPMH3BXR,VSK01OLPT007_L,https://www.flipkart.com/search?q=veirdo%20VSK01OLPT007_L,https://www.flipkart.com/x/p/k?pid=TSHGG4FJGF2KWZMH,https://www.flipkart.com/x/p/k?pid=JCKGKRQ8RGVFGPGR,0
https://www.amazon.in/dp/B0BPMG85YB,VSK01RDPT003_L,https://www.flipkart.com/search?q=veirdo%20VSK01RDPT003_L,https://www.flipkart.com/x/p/k?pid=TSHGG4FJGF2KWZMH,https://www.flipkart.com/x/p/k?pid=JCKGKRNSYDWSHFZF,0
https://www.amazon.in/dp/B0BPMFKFCN,VSK01WHPT004_L,https://www.flipkart.com/search?q=veirdo%20VSK01WHPT004_L,https://www.flipkart.com/x/p/k?pid=TSHGEPW7FKH7GWPF,https://www.flipkart.com/x/p/k?pid=JCKGKRNSTXZD5CQW,0
https://www.amazon.in/dp/B09RFCQJLR,W_04_GL_COW_MKY_M,https://www.flipkart.com/search?q=juneberry%20W_04_GL_COW_MKY_M,https://www.flipkart.com/x/p/k?pid=SWSGAGT39PJG7UKC,https://www.flipkart.com/x/p/k?pid=SWSGAGT3YF4DPZJB,0
https://www.amazon.in/dp/B0BNJ33WZH,W_05_BDSIGNAL_MY_3XL,https://www.flipkart.com/search?q=veirdo%20W_05_BDSIGNAL_MY_3XL,https://www.flipkart.com/x/p/k?pid=SWSGKRYFZTGWCGRG,https://www.flipkart.com/x/p/k?pid=SWSGKRYFZTGWCGRG,1
https://www.amazon.in/dp/B0BLKTNYHR,W_05_BROWN_SUN_S,https://www.flipkart.com/search?q=veirdo%20W_05_BROWN_SUN_S,https://www.flipkart.com/x/p/k?pid=SWSGKC8XD5VH8NAJ,https://www.flipkart.com/x/p/k?pid=SWSGJPSFTJFHXXG7,0
https://www.amazon.in/dp/B0BNHZ2LTF,W_05_DIMENSION_N_3XL,https://www.flipkart.com/search?q=veirdo%20W_05_DIMENSION_N_3XL,https://www.flipkart.com/x/p/k?pid=SWSGKGT5X8BXBXW9,https://www.flipkart.com/x/p/k?pid=SWSGKGT54GHYT8GR,0
https://www.amazon.in/dp/B0BNJ1PH5X,W_05_HLDVSION_O_3XL,https://www.flipkart.com/search?q=veirdo%20W_05_HLDVSION_O_3XL,https://www.flipkart.com/x/p/k?pid=SWSGKGT5VZG2HAAH,https://www.flipkart.com/x/p/k?pid=SWSGKGT5VZG2HAAH,1
https://www.amazon.in/dp/B0BF5J3JBS,W_05_PURPLE_3XL,https://www.flipkart.com/search?q=veirdo%20W_05_PURPLE_3XL,https://www.flipkart.com/x/p/k?pid=SWSGG4B3Y7CEFMAC,https://www.flipkart.com/x/p/k?pid=SWSGG4B3Y7CEFMAC,1
https://www.amazon.in/dp/B0BLCQBVB2,W_05_PURPLE_SMILE_3XL,https://www.flipkart.com/search?q=veirdo%20W_05_PURPLE_SMILE_3XL,https://www.flipkart.com/x/p/k?pid=SWSGG4B3Y7CEFMAC,https://www.flipkart.com/x/p/k?pid=SWSGJNXUKVVYY8ZM,0
https://www.amazon.in/dp/B0BF5N4K12,W_05_RUST_3XL,https://www.flipkart.com/search?q=veirdo%20W_05_RUST_3XL,https://www.flipkart.com/x/p/k?pid=TSHGADR2TWDMSSNG,https://www.flipkart.com/x/p/k?pid=SWSGG4B3UKVVBXCJ,0
https://www.amazon.in/dp/B0BMQDYDQF,W_05_RUST_VEIRDO_3XL,https://www.flipkart.com/search?q=veirdo%20W_05_RUST_VEIRDO_3XL,https://www.flipkart.com/x/p/k?pid=TSHGJMM79AHMH3HH,https://www.flipkart.com/x/p/k?pid=SWSGJVKCZCY2MHJZ,0
https://www.amazon.in/dp/B09R22L2Q4,W_334_CAMPUS_S,https://www.flipkart.com/search?q=veirdo%20W_334_CAMPUS_S,NA,https://www.flipkart.com/x/p/k?pid=SWSGAHYBAJQN3YYD,0
https://www.amazon.in/dp/B09QCC8N76,W_GL_RUN_YLW_XL,https://www.flipkart.com/search?q=juneberry%20W_GL_RUN_YLW_XL,https://www.flipkart.com/x/p/k?pid=TOPG6JG6YCPEWKEE,https://www.flipkart.com/x/p/k?pid=SWSG9XVG6SHCRQ5Z,0
https://www.amazon.in/dp/B09RPSK2BJ,OS_601_ORANGE_,https://www.flipkart.com/search?q=juneberry%20OS_601_ORANGE_,https://www.flipkart.com/x/p/k?pid=TOPG36FNDSGKHJ8H,https://www.flipkart.com/x/p/k?pid=DREGAV2FVX38ZYD5,0
https://www.amazon.in/dp/B0B4PCZ3R3,OS_MTH_3060_B_L,https://www.flipkart.com/search?q=veirdo%20OS_MTH_3060_B_L,https://www.flipkart.com/x/p/k?pid=PANFWRRESHTMDCPW,https://www.flipkart.com/x/p/k?pid=TSHGFPHMGJMFPFXF,0
https://www.amazon.in/dp/B0B51XFZVF,P_AEROPLANE_404_W_3XL,https://www.flipkart.com/search?q=veirdo%20P_AEROPLANE_404_W_3XL,https://www.flipkart.com/x/p/k?pid=KTAFZ9ACYUHSWTRR,https://www.flipkart.com/x/p/k?pid=TSHGFH8UYCGEEXHK,0
https://www.amazon.in/dp/B09XXMHSNV,P_ST223 _GRY,https://www.flipkart.com/search?q=juneberry%20P_ST223 _GRY,NA,https://www.flipkart.com/x/p/k?pid=DREGFSZAFDAXVTGG,0
https://www.amazon.in/dp/B0B77KJ8ZV,P_SUPERIOR_400_SN_3XL,https://www.flipkart.com/search?q=veirdo%20P_SUPERIOR_400_SN_3XL,https://www.flipkart.com/x/p/k?pid=TSHGHYHFYXZFJRWJ,https://www.flipkart.com/x/p/k?pid=TSHGGEZDX3BY5ANM,0
https://www.amazon.in/dp/B09SB47KDR,TSH_MIM_BLK_,https://www.flipkart.com/search?q=veirdo%20TSH_MIM_BLK_,https://www.flipkart.com/x/p/k?pid=TSHGDRHDKQME9NWD,https://www.flipkart.com/x/p/k?pid=TSHGBGBFVKHAKGGQ,0
https://www.amazon.in/dp/B0B3TQW2KD,T_DMF2220_SN_L,https://www.flipkart.com/search?q=juneberry%20T_DMF2220_SN_L,NA,https://www.flipkart.com/x/p/k?pid=TOPGCYVHC9BNHMYA,0
https://www.amazon.in/dp/B09X2T1XYH,T_DMF3004_YL_L_UL,https://www.flipkart.com/search?q=veirdo%20T_DMF3004_YL_L_UL,https://www.flipkart.com/x/p/k?pid=TSHGEMZNXH3VCZMN,https://www.flipkart.com/x/p/k?pid=TSHGDYZFBS42MEAJ,0
https://www.amazon.in/dp/B09XVJ58KL,T_MAOP2229_BL,https://www.flipkart.com/search?q=juneberry%20T_MAOP2229_BL,https://www.flipkart.com/x/p/k?pid=TSHGF9VAMCDHCNRE,https://www.flipkart.com/x/p/k?pid=TSHGF9VAK2X88QBR,0
https://www.amazon.in/dp/B09XY28JWD,T_MAV3020_NB_L,https://www.flipkart.com/search?q=veirdo%20T_MAV3020_NB_L,https://www.flipkart.com/x/p/k?pid=TSHFPJJQBZQGATYX,https://www.flipkart.com/x/p/k?pid=TSHGEMR7EDZ2GWXR,0
https://www.amazon.in/dp/B09XY1CPCN,T_MTH3033_LLC_L,https://www.flipkart.com/search?q=veirdo%20T_MTH3033_LLC_L,https://www.flipkart.com/x/p/k?pid=TSHGG4FJK5WQSSSH,https://www.flipkart.com/x/p/k?pid=TSHGENUQTQANFZZC,0
https://www.amazon.in/dp/B09Q9693N9,W_GL_DALI_RED_3XL,https://www.flipkart.com/search?q=juneberry%20W_GL_DALI_RED_3XL,https://www.flipkart.com/x/p/k?pid=SWSG9XVGVF8SBKNU,https://www.flipkart.com/x/p/k?pid=SWSG9XVGPWZU9ANA,0
https://www.amazon.in/dp/B09QCLJD9S,W_GL_RUN_NAVY_3XL,https://www.flipkart.com/search?q=juneberry%20W_GL_RUN_NAVY_3XL,https://www.flipkart.com/x/p/k?pid=SWSG9XVGUAYBQKFG,https://www.flipkart.com/x/p/k?pid=SWSG9XVGVQQDXGHB,0
